loss,acc,epoch,step,val_loss,val_acc
1.0328730344772339,0.796875,0,49,,
0.7123912572860718,0.8984375,0,99,,
0.6643843650817871,0.84375,0,149,,
0.4929693937301636,0.8671875,0,199,,
0.4272990822792053,0.9140625,0,249,,
0.5219665765762329,0.8828125,0,299,,
0.40638506412506104,0.9140625,0,349,,
0.4347081482410431,0.890625,0,399,,
0.39803123474121094,0.9296875,0,449,,
,,0,468,0.38008350133895874,0.901900053024292
