# Open,High,Low,Volume,Close
11000,11240,10980,33785000,0.16637
11240,11340,11100,30025000,0.16548
11300,11360,11160,26780000,0.166963
11180,11200,10920,27575000,0.163701
11040,11140,11040,18455000,0.164591
11120,11160,10940,20630000,0.163405
11040,11180,10960,18430000,0.163405
11040,11320,11040,23655000,0.166074
11320,11320,11200,17875000,0.167556
11320,11380,11220,16470000,0.168743
11400,11420,11240,14250000,0.168446
11500,11540,11360,23635000,0.168446
11360,11380,11200,18370000,0.167853
11220,11220,10960,30100000,0.163998
11040,11040,10860,18285000,0.163405
11020,11060,10900,20325000,0.163108
11100,11240,11060,16480000,0.164591
11100,11400,11100,19885000,0.16815
11380,11580,11380,24480000,0.171412
11560,11640,11380,26040000,0.169632
11320,11440,11200,20420000,0.169632
11440,11460,11060,33515000,0.164591
11100,11120,10980,20935000,0.163998
11060,11400,11060,19550000,0.166963
11280,11380,11200,18770000,0.166667
11240,11260,10980,23985000,0.164887
11060,11100,10880,24360000,0.163701
11040,11120,10980,18915000,0.162811
10840,10840,10720,18275000,0.160142
10880,10960,10660,14915000,0.160439
10680,10920,10680,12205000,0.161329
10980,11040,10940,11970000,0.162811
10980,11140,10960,12190000,0.164294
11160,11260,11100,10920000,0.16637
11260,11520,11260,19050000,0.168743
11520,11640,11520,17565000,0.171708
11700,11860,11600,34625000,0.174081
11700,11820,11660,13105000,0.174674
11880,12000,11780,20070000,0.174674
11800,12200,11780,34885000,0.179715
12100,12300,12040,25585000,0.181791
12100,12380,12080,29035000,0.180012
12080,12120,11760,30625000,0.17586
12000,12060,11840,28045000,0.17586
11920,12120,11900,19085000,0.178233
11860,12000,11840,16000000,0.177936
11840,11980,11660,18675000,0.173488
11720,12000,11720,21895000,0.177046
11960,11980,11800,15910000,0.17586
11800,12000,11740,13505000,0.177343
11880,11980,11800,18509700,0.17586
11880,12000,11760,21192950,0.174377
11800,12140,11800,26986050,0.178826
12080,12280,11960,21874300,0.178233
11900,11900,11700,20716650,0.174081
11560,11760,11520,25602800,0.172894
11680,11940,11660,15080150,0.17586
11760,11980,11740,10695550,0.177343
11860,11880,11540,26597200,0.171412
11420,11480,11160,36035800,0.167556
11300,11440,11200,31305500,0.167556
11200,11380,11200,17525000,0.166963
11280,11380,11260,17588650,0.167853
11200,11220,11000,18547750,0.163701
11200,11220,11040,17849800,0.164887
11000,11320,10980,20033250,0.16726
11320,11420,11220,16487150,0.167853
11440,11560,11280,18269150,0.167556
11240,11320,11180,15002350,0.166963
11260,11360,11120,19331000,0.16548
10980,11020,10900,21614800,0.161922
10980,11100,10960,19203500,0.163998
11200,11360,11180,29155950,0.167556
11280,11600,11280,15716000,0.170522
11760,11840,11700,22394000,0.174081
11940,12000,11860,24807150,0.177639
12040,12060,11820,12834600,0.177343
12000,12060,11940,12065550,0.178529
12020,12140,11920,14940450,0.177936
12020,12140,11980,17080450,0.179419
12340,12480,12280,29524650,0.183274
12420,12580,12320,20931600,0.185647
12520,12580,12220,14063750,0.183867
12320,12600,12320,14038850,0.186833
12540,12560,12380,12542600,0.185053
12500,12600,12380,14163300,0.185647
12640,12640,12240,24063600,0.183274
12220,12240,11740,45564250,0.175563
12000,12260,11980,42389900,0.180012
12360,12360,12100,15155400,0.180308
12160,12220,11920,15658550,0.177936
12000,12060,11920,9434350,0.178233
11960,12040,11760,17159050,0.176157
11860,12080,11860,17308450,0.177936
11920,12160,11900,19357700,0.179419
12400,12460,12280,19342900,0.182978
12440,12500,12360,12418300,0.184757
12380,12620,12340,21114200,0.186833
12600,12900,12480,26531300,0.189502
12700,12800,12520,26904650,0.187426
12560,12620,12260,23027250,0.184164
12440,12560,12340,18588950,0.183274
12420,12460,12260,16596150,0.183867
12440,12540,12160,26300350,0.181198
12180,12320,12020,18607050,0.180605
12120,12120,11860,29408600,0.177936
12140,12280,12040,17987750,0.180605
12060,12280,12040,17198500,0.181495
12280,12700,12280,25337350,0.18624
12700,12940,12620,28095000,0.188019
12840,13040,12720,28658350,0.191281
13000,13260,12980,17830000,0.19395
13180,13280,12960,18003350,0.196026
13160,13260,13100,21403250,0.196026
13200,13400,13140,20916500,0.195136
13280,13360,13120,16985900,0.19573
13200,13320,13120,17385550,0.196916
13500,14000,13460,38604500,0.206702
13900,13900,13420,25783750,0.201364
13700,13760,13580,17394550,0.202847
13900,13940,13660,14995150,0.203737
13900,14020,13760,23642650,0.207889
13860,13960,13580,17463600,0.202847
13680,13840,13620,20117150,0.20344
13540,13880,13360,23698600,0.20522
14000,14140,13920,19141550,0.209371
14140,14420,13940,21328900,0.206702
13700,13780,13460,30346800,0.201661
13640,13900,13600,19527000,0.204626
14040,14160,13700,23040500,0.203737
13540,13900,13420,26815250,0.203144
13660,14000,13600,29027200,0.206702
14180,14400,14100,29240350,0.210854
14280,14360,14100,18556250,0.212633
14400,14480,14260,15678300,0.213523
14460,14820,14380,22323350,0.219454
14700,14860,14460,22008350,0.216192
14760,14780,14400,19091550,0.215006
14360,14360,14040,22207700,0.208778
14000,14120,13860,21292250,0.209371
14180,14600,14120,16585550,0.209371
14000,14180,13700,19114600,0.204923
13920,13940,13740,18383250,0.205516
13840,13920,13580,21849750,0.203737
13720,13740,13360,24189900,0.200178
13400,13540,13260,25982850,0.199585
13560,13560,13080,33419850,0.19395
13020,13140,12920,24749200,0.19484
13220,13480,13200,21790650,0.199585
13360,13680,13340,16332050,0.20255
13640,13660,13400,17356300,0.199585
13380,13580,13260,24953700,0.198695
13420,13680,13420,16389950,0.201957
13560,13640,13500,14116450,0.200771
13560,13820,13540,11793500,0.204923
13880,13960,13660,12647050,0.203737
13920,14000,13680,15105700,0.205516
13640,13680,13000,37932400,0.19395
13120,13160,12980,22717900,0.195136
13000,13040,12540,39482000,0.186833
12300,12520,12160,49381050,0.184757
12320,12580,12220,38599000,0.183274
12280,12640,12280,28422100,0.18446
12580,12640,12480,19012200,0.187426
12560,12640,12380,17767050,0.185053
12580,12740,12560,19438500,0.186833
12740,12820,12620,14018000,0.187426
12580,12800,12440,13567500,0.188909
12780,12800,12560,9950600,0.189502
12760,12800,12600,11453100,0.188019
12500,12540,12180,30051700,0.182088
12280,12380,12080,25534150,0.180308
12160,12240,12100,17171750,0.180605
12100,12580,12100,19508950,0.18535
12320,12600,12320,15167900,0.18624
12420,12520,12300,15189400,0.185647
12640,12680,12360,14663350,0.184757
12400,12600,12360,20635450,0.186833
12720,12960,12640,20549650,0.190985
12920,13120,12860,19369350,0.193654
13100,13220,12900,12634700,0.192467
13180,13320,13060,22420200,0.195136
13160,13200,12960,17596300,0.19395
12900,12980,12740,20369150,0.190391
12740,12800,12520,15767900,0.188316
12640,12660,12520,12271800,0.186833
12520,12760,12500,21813050,0.188909
12760,13280,12700,32653200,0.194543
13200,13220,12900,13798350,0.192467
12960,13200,12880,20338250,0.195136
13460,13500,13260,21183350,0.197212
13300,13440,13220,17605300,0.196619
13400,13940,13340,40474150,0.204626
13800,13800,13400,31490750,0.199585
13160,13440,13060,28671400,0.19573
13200,13360,13080,22000500,0.198102
13360,13400,13160,19383250,0.196916
13240,13240,12860,27901900,0.190985
12880,13020,12640,27714750,0.192467
12980,13120,12780,21147150,0.189502
12780,12940,12700,17803750,0.191578
13100,13240,13020,17595050,0.194247
13160,13360,13140,18637850,0.196026
13220,13300,13040,17858600,0.194247
13140,13260,13060,18471150,0.196619
13200,13200,12820,24975900,0.19395
12920,13000,12780,28216750,0.192764
12960,13000,12740,22209700,0.190095
12840,13200,12840,22440100,0.194247
12760,12880,12660,22060000,0.190095
12840,12880,12620,20910000,0.189205
12840,12880,12620,22223550,0.189205
12300,12660,12220,29837200,0.186833
12600,12680,12300,27036100,0.186833
12580,12620,12300,24470000,0.182384
12520,12640,12340,23180950,0.184164
12440,12540,12400,14920000,0.18446
12440,12480,12240,20915300,0.181791
12440,12540,12400,15162550,0.18446
12140,12320,12020,29650600,0.179715
12220,12360,12120,19403200,0.182088
12360,12380,12200,15993450,0.181791
11920,12100,11920,30545950,0.177936
11980,11980,11500,41207100,0.171115
11560,11660,11460,30558000,0.170522
11520,11520,11260,21498400,0.170225
11200,11220,10960,41305250,0.162811
10880,11220,10820,32644700,0.163998
11280,11280,11060,18344000,0.164591
11520,11540,11300,28129000,0.169336
11420,11520,11220,20069800,0.167556
11260,11320,11040,19583950,0.164887
11120,11280,11100,13499300,0.165184
11300,11440,11200,22982200,0.167853
11300,11420,11220,14896500,0.168446
11400,11700,11400,22351250,0.172598
11700,11800,11660,15767750,0.172894
11500,11600,11420,18377100,0.172005
11700,11840,11680,15998850,0.182852
12140,12180,12040,29176450,0.186881
12140,12220,12080,12593400,0.187501
12220,12240,12020,9270000,0.186261
11700,12100,11700,13375000,0.186881
11860,12000,11800,17500000,0.185331
12020,12120,12000,14365000,0.186261
11880,12140,11780,17315000,0.187811
11880,12240,11880,16385000,0.18843
12120,12240,11980,23300000,0.18843
12000,12180,11900,22835000,0.185951
11740,11820,11640,24250000,0.180992
11520,11680,11520,14245000,0.180373
11600,11760,11600,11125000,0.179753
11880,11960,11800,21960000,0.185331
11820,11940,11800,8896300,0.184092
11740,11880,11660,14934950,0.182852
11920,12040,11880,15877650,0.185331
11960,12080,11920,7650000,0.185641
11980,12100,11880,14995000,0.187191
12000,12080,11940,9564450,0.186261
12200,12280,12160,23415250,0.18843
12180,12300,12100,13372450,0.187501
12060,12280,12040,10944800,0.18843
12360,12380,12200,12565450,0.18905
12240,12340,12240,8121450,0.1906
12380,12380,12080,15051350,0.187811
12100,12340,12100,13598300,0.1906
12300,12460,12180,15112800,0.19091
12320,12400,12180,15694950,0.18967
12340,12440,12140,16574950,0.188121
12200,12220,12000,17105950,0.187501
12360,12440,12280,19587150,0.19153
12600,12940,12580,38826150,0.199588
13000,13300,12940,37509050,0.203307
13200,13360,13100,17145000,0.203616
12960,13160,12960,19445000,0.203926
13080,13160,12880,14711500,0.200207
12780,12820,12620,17782500,0.197108
12840,13020,12780,15981600,0.200207
13000,13040,12860,10722200,0.199278
13040,13220,13000,15312250,0.204236
13200,13220,12980,13979500,0.202997
13080,13240,13000,20178950,0.201447
13040,13140,12980,8951400,0.202377
13240,13240,13100,8986350,0.203926
13120,13200,13040,7216450,0.203926
13160,13160,13020,7866200,0.202687
12920,13020,12860,10126650,0.201137
12880,13000,12880,7533050,0.200517
12940,12980,12660,18312850,0.197108
12760,12840,12580,17687250,0.195869
12800,12900,12740,24360250,0.198968
12840,13100,12820,31021950,0.202997
13060,13160,13020,11988600,0.203307
13140,13580,13140,26352850,0.208575
13460,13560,13420,12795650,0.208265
13260,13380,13180,14816350,0.206716
13480,13540,13280,13060450,0.206096
13160,13220,13040,11768200,0.202687
13000,13160,12960,12493150,0.202377
13080,13160,12920,12855500,0.201757
13100,13260,13100,15073400,0.205476
13240,13440,13200,17199900,0.207026
13380,13440,13220,10884050,0.205786
13180,13380,13180,13336800,0.206096
13180,13200,12940,19646300,0.200827
13040,13140,12500,28756900,0.196798
12840,13000,12800,9863750,0.198968
12700,12880,12660,10532750,0.198658
12720,12900,12680,17850550,0.198038
12900,12960,12840,13492650,0.199588
13040,13160,12920,16781050,0.201447
13000,13020,12840,9174650,0.200517
12820,12880,12720,16155300,0.198968
12900,12960,12640,16716600,0.197108
12700,12760,12580,23209700,0.195869
12620,12620,12400,21650650,0.193699
12600,12660,12460,18173600,0.194319
12480,12620,12420,17740950,0.193699
12540,12680,12500,16658100,0.194939
12580,12580,12320,22082550,0.192149
12340,12380,12140,20122000,0.18874
12140,12320,12060,24140400,0.18936
12360,12400,12260,13952400,0.1906
12280,12380,12220,13024450,0.19029
12340,12400,12180,14012550,0.18936
12180,12200,11980,17439800,0.187501
12300,12300,12100,17791800,0.18874
12300,12420,12300,13618400,0.1906
12400,12620,12360,28261650,0.195559
12560,12640,12520,13480750,0.194939
12720,12800,12660,16464950,0.198348
12960,13000,12880,18685300,0.200517
13100,13240,13060,29861150,0.205166
13520,13520,13140,19037300,0.203616
13160,13160,13060,9296700,0.203616
13120,13120,12940,14429300,0.202067
13060,13120,12960,10533050,0.201447
12940,13200,12940,12154500,0.204546
13260,13300,13020,12492450,0.202687
13080,13120,12920,9120950,0.202067
12940,13000,12780,16110750,0.198968
12620,12740,12600,15936500,0.196178
12560,12740,12560,16956850,0.195559
12720,12880,12700,15937700,0.198348
12800,12900,12780,8220950,0.198348
12860,12920,12740,9770000,0.198658
12960,13020,12760,17541350,0.197728
12760,12800,12580,13141050,0.196798
12580,12700,12500,14568100,0.194009
12340,12360,12160,25506450,0.18967
12200,12240,12040,22559950,0.187191
12120,12200,11980,16336200,0.185951
12000,12180,12000,17044900,0.187501
12060,12280,12000,43086900,0.18998
12280,12300,12140,22955950,0.18874
12200,12300,12160,20216550,0.18905
12200,12280,12160,14096450,0.18874
12180,12400,12180,20860850,0.19122
12380,12400,12260,16119000,0.19122
12240,12280,12160,17192100,0.18936
12180,12220,12040,15325400,0.188121
12220,12280,12080,9427500,0.323546
12320,12380,12200,10913300,0.323019
12400,12540,12320,17607300,0.32987
12540,12560,12220,19676500,0.323546
12220,12240,12060,18258900,0.319331
12160,12180,11900,28400400,0.313534
11840,11880,11580,33081550,0.307738
11740,11880,11640,20109850,0.308792
11640,11680,11500,25756300,0.304576
11580,11760,11560,29839350,0.307211
11800,12120,11700,40346050,0.319331
12240,12300,12140,33675300,0.322492
12300,12300,12220,15522550,0.323019
12200,12200,11940,23396700,0.317223
11980,11980,11780,21762950,0.313007
11760,11760,11580,32068050,0.308265
11700,11860,11660,21204000,0.311426
11820,12000,11760,21732900,0.313007
12000,12080,11980,14238300,0.317223
12120,12160,12040,11798550,0.31775
12000,12000,11740,37403750,0.309846
11800,11820,11540,28106550,0.304576
11640,11720,11500,18857050,0.308265
11700,11700,11500,18468100,0.30563
11520,11680,11520,20379600,0.305103
11660,11820,11600,25061700,0.309846
11780,11800,11660,24227700,0.308792
11700,11760,11660,14804600,0.309319
11760,11780,11600,19521900,0.308792
11760,11800,11600,25787500,0.307211
11580,11720,11580,15724250,0.307211
11600,11600,11380,43866750,0.301414
11380,11420,11200,38350000,0.296145
11340,11460,11340,31505450,0.29878
11620,11640,11380,31469800,0.302995
11560,11840,11480,41500100,0.311953
11900,12040,11760,23313850,0.316169
12040,12240,12000,27616450,0.319331
12120,12240,12040,18015000,0.317223
12060,12080,11800,25999600,0.311953
11740,11780,11580,29442950,0.307211
11720,11720,11500,22474550,0.306157
11160,11400,11160,45093800,0.30036
11300,11580,11300,27781400,0.300887
11500,11520,11300,26039150,0.30036
11400,11640,11340,29056100,0.304049
11660,11780,11600,30233000,0.309319
11800,12040,11800,31691500,0.317223
12080,12080,11860,16828000,0.316169
11720,11760,11600,24902100,0.307738
11700,11840,11680,21261300,0.308792
11720,11860,11620,13671150,0.310373
11740,11800,11640,11891200,0.309319
11700,11740,11500,21245000,0.305103
11620,11700,11500,12559600,0.305103
11700,11780,11640,22119900,0.306684
11680,11720,11520,17271600,0.30563
11640,11700,11560,15899800,0.307738
11640,11660,11540,18780200,0.30563
11600,11600,11400,22607300,0.301414
11300,11480,11280,30754300,0.299834
11380,11380,11240,22767000,0.296672
11280,11420,11280,20035050,0.298253
11340,11560,11320,19676650,0.302468
11660,11940,11620,44768400,0.313534
12020,12060,11820,15772300,0.31248
11920,11960,11680,15445750,0.309319
11800,11800,11660,12778300,0.307738
11680,11780,11520,22281600,0.304576
11680,12020,11660,42482950,0.315642
11940,12080,11880,34352850,0.318277
12080,12200,11900,35876550,0.317223
11980,12060,11860,20227200,0.31248
11920,11980,11760,22060000,0.31248
11800,11820,11620,25200000,0.307211
11620,11640,11360,32114150,0.301414
11480,11560,11420,16748300,0.301941
11560,11680,11400,18575450,0.30036
11480,11540,11360,25104600,0.300887
11520,11560,11240,29520750,0.297199
11400,11620,11400,27133550,0.30563
11620,11740,11460,30426400,0.30563
11600,11660,11380,18851000,0.302468
11400,11600,11400,16500000,0.302995
11560,11620,11460,14666550,0.302468
11480,11560,11480,12117750,0.303522
11600,11740,11560,29269050,0.309319
11760,11860,11580,30470000,0.306684
11600,11720,11480,19446550,0.30563
11700,11720,11500,21284800,0.302995
11500,11540,11380,18063550,0.301941
11500,11560,11400,15178550,0.302468
11480,11500,11380,16629900,0.301941
11380,11480,11380,13728550,0.30036
11380,11460,11240,32991650,0.298253
11200,11220,10960,44367750,0.291929
10940,11160,10920,27085250,0.290876
11120,11340,11120,40901450,0.297726
11320,11360,11180,18800050,0.296145
11000,11140,11000,30527900,0.290876
11000,11020,10920,19714700,0.288768
10920,10940,10700,34405050,0.282971
10740,10740,10500,39442700,0.280336
10720,10840,10640,32327800,0.281917
10920,11180,10860,48280700,0.292983
11320,11560,11260,54176150,0.301414
11500,11640,11380,30539250,0.300887
11180,11400,11180,24129700,0.299834
11240,11520,11220,33649350,0.301414
11560,11700,11440,33486900,0.304576
11440,11660,11440,17372350,0.304576
11500,11540,11340,17896500,0.301941
11600,11620,11460,31985700,0.306157
11560,11580,11420,24082300,0.302468
11600,11800,11520,34236550,0.310373
11880,11880,11660,19075450,0.308265
11740,11760,11480,28625550,0.304049
11720,11840,11720,46066600,0.310373
11920,12020,11760,41545600,0.311426
11760,11940,11700,19727450,0.309846
11820,11860,11660,19325000,0.309846
11680,11720,11580,17356150,0.306157
11620,11700,11500,20486950,0.318271
11560,11580,11320,27230000,0.311663
11560,11580,11320,28822950,0.311663
11440,11500,11360,25979550,0.314416
11460,11680,11440,21507800,0.318271
11740,11860,11640,33418800,0.325429
12060,12640,11980,82871050,0.345253
12760,12980,12660,63496300,0.354063
12780,12940,12580,33803150,0.346354
12420,12760,12400,26573900,0.349658
12700,13040,12680,28582500,0.355715
13300,13740,13180,68696450,0.378291
13700,13720,12960,48383750,0.357917
13160,13240,12800,37695850,0.352411
12700,12980,12620,29848650,0.350208
12820,13220,12720,28872250,0.363974
13060,13200,12980,20428050,0.362322
13180,13260,12920,17940900,0.36012
12800,13060,12800,19926200,0.356816
12980,13040,12520,31223850,0.344702
12340,12360,11920,57318200,0.328183
11920,12200,11860,30529200,0.335892
12300,12320,12180,23017750,0.338094
12000,12100,11520,53035500,0.319923
11780,11920,11520,29307050,0.324879
12000,12140,11780,30259700,0.324879
11460,11720,11440,26664700,0.321575
11900,11920,11640,15727400,0.321575
11800,12040,11740,20627250,0.331487
12400,12500,12320,42449700,0.341949
12120,12160,11960,30724000,0.332037
12120,12340,12020,17635500,0.337543
12240,12420,12140,16922600,0.336993
11680,11800,11580,50978800,0.319372
11740,11800,11360,37513450,0.314967
11800,11840,11700,24012750,0.324879
11800,11980,11720,18044500,0.32598
11920,12040,11840,20210450,0.327081
12200,12260,11940,19973500,0.329835
11900,11940,11660,18926300,0.322676
11820,12000,11500,21689350,0.31772
11480,11540,11360,26209000,0.31717
11160,11360,11160,32118350,0.309461
11500,11560,11380,19231700,0.314967
11400,11820,11400,30225900,0.325429
11820,11820,11500,19882000,0.31717
11520,11660,11420,14962300,0.316619
11600,11700,11380,19629900,0.313315
11240,11500,11220,17740550,0.316619
11500,11500,11320,15746950,0.316619
11260,11280,11120,17560000,0.310011
11300,11460,11220,13712100,0.312214
11360,11400,11180,14680300,0.30836
11200,11340,11020,24396000,0.309461
11200,11220,11040,24298800,0.306157
11020,11040,10880,21488750,0.3001
10900,10960,10760,23761000,0.298448
11060,11180,10960,28984400,0.303954
10940,11040,10800,29019850,0.300651
10800,10860,10640,39467450,0.294043
11000,11160,10860,49918900,0.307258
11520,11540,11400,42891650,0.316619
11520,11540,11340,16355000,0.315518
11580,11700,11520,30136750,0.318822
11260,11400,11200,40348550,0.311113
11320,11340,10960,29788950,0.304505
11080,11160,10820,28390800,0.303404
10820,10900,10660,40724950,0.295695
10900,11060,10760,32597150,0.303954
11060,11180,10860,30210150,0.305606
11020,11440,10940,56563250,0.306708
11160,11240,10760,33940050,0.298448
10540,10640,10260,66853950,0.283581
10320,10440,10160,35884300,0.283581
10400,10520,10320,30044750,0.287435
10580,10960,10380,48519450,0.297347
10420,10660,10380,32305000,0.287435
10500,10600,10440,31971400,0.287435
10520,10520,10180,40471500,0.282479
10220,10360,10000,37307700,0.279176
10220,10640,10060,51448600,0.292942
10800,11000,10700,40179750,0.3001
10900,11000,10740,19168350,0.299549
10940,11020,10860,27734300,0.302853
11100,11140,10860,26799350,0.302303
10800,10960,10760,23918650,0.297347
10700,10740,10520,26480000,0.290739
10460,10960,10460,30758950,0.301752
10980,11460,10940,58695000,0.313866
11160,11240,10720,43765000,0.295144
10780,11000,10680,31995250,0.297347
10600,10680,10480,25916650,0.292942
10500,10780,10460,25363050,0.292942
10900,10960,10760,29997800,0.301201
10920,11420,10900,51098250,0.313866
11160,11340,11080,24037250,0.306708
11160,11220,10820,22000000,0.297897
10600,10700,10520,21515000,0.292391
10620,10620,10280,33101550,0.283581
10200,10780,10180,38170600,0.296796
10700,11200,10700,42924150,0.306708
11220,11280,10940,27535000,0.310011
11120,11120,10600,33944200,0.296796
10860,11040,10720,24418850,0.299549
11100,11380,11040,44743400,0.312214
11340,11460,11240,29659800,0.311113
11100,11360,10880,23272050,0.311663
11420,11620,11360,20623650,0.316619
11480,11880,11420,23025000,0.320474
11960,12240,11940,56259050,0.336993
12260,12340,12080,30236750,0.33479
12260,12280,12120,22600750,0.338094
12280,12280,12060,22424900,0.332037
11820,12000,11720,30155400,0.329284
11920,11980,11660,34333850,0.324879
11660,11760,11480,20064850,0.319923
11360,11540,11200,26290000,0.30836
11000,11280,10980,21710000,0.30836
11180,11360,11080,21968250,0.307809
11240,11280,11020,18360750,0.30836
11240,11600,11240,18874300,0.318271
11580,11680,11440,10745000,0.31717
11480,11560,11400,11911800,0.899437
11300,11340,11120,14681800,0.877346
11180,11200,10840,18047200,0.85841
10760,11060,10640,19346500,0.861566
10920,10960,10760,17997350,0.85052
10360,10480,10340,39787200,0.818961
10380,10480,10320,24783700,0.814227
10340,10580,10260,23865450,0.828429
10440,10580,10320,31551350,0.814227
10360,10520,10220,23425150,0.814227
10280,10520,10280,22167000,0.828429
10660,10820,10420,40283950,0.839474
10400,10800,10360,49448100,0.836318
10740,11200,10720,42213900,0.883657
11040,11440,10960,35586400,0.894703
11220,11460,11160,25085050,0.889969
11000,11160,10720,43213650,0.845786
11040,11120,10760,36303850,0.852098
11020,11240,10980,27902000,0.877346
11120,11400,11080,26107500,0.885235
11060,11300,10720,27213200,0.85052
10920,11200,10880,21471250,0.880501
11340,11620,11200,35769400,0.901015
11580,11940,11420,46767100,0.938886
12020,12100,11560,28352100,0.924684
12040,12240,12000,46921550,0.965711
12100,12360,12020,23207550,0.967289
11820,12020,11680,28841250,0.921528
11700,11760,11460,18513050,0.904171
11760,11760,11400,21558700,0.905749
11660,11860,11600,28837050,0.93573
11720,11800,11500,20001000,0.924684
11640,11740,11420,18412450,0.910482
11600,11740,11540,16641000,0.926262
11740,11800,11520,18171450,0.91206
11580,11920,11580,21269600,0.937308
11640,11740,11600,15574600,0.918372
11560,11640,11500,15236300,0.916794
11620,11720,11380,12393550,0.901015
11460,11720,11380,13882800,0.91206
11680,11700,11460,14536100,0.915216
11540,11540,11200,22988800,0.883657
10900,11040,10840,22136800,0.8663
11000,11220,11000,16975550,0.871034
11020,11320,11020,21097000,0.886813
11260,11500,11160,18850600,0.886813
11000,11100,10940,20272750,0.867878
10960,11220,10900,17898000,0.874189
10960,11180,10940,31354900,0.875768
11320,11400,11160,24374050,0.883657
11020,11180,10940,30835150,0.867878
11100,11140,10860,22180950,0.863144
11060,11180,10900,40741250,0.867878
11040,11440,11040,42480400,0.896281
11640,11860,11600,35035300,0.932574
11700,12120,11580,32334250,0.956243
12180,12200,12040,21574750,0.957821
12080,12120,11900,10591650,0.945198
12220,12300,12100,21415850,0.962555
12380,12380,12180,15949800,0.965711
12120,12160,11920,20926650,0.954665
12100,12360,12060,25343000,0.967289
12340,12580,12240,29338650,0.983069
12560,12820,12360,33978600,1.003582
13040,13240,13020,38936050,1.043031
13220,13340,13120,21675750,1.044609
13240,13240,12940,17505650,1.025674
12920,13220,12920,18348000,1.025674
12860,12960,12720,17081100,1.019362
12860,13240,12780,33709550,1.035141
13200,13600,13200,39799750,1.073012
13400,13560,13240,21013800,1.069856
13560,13580,13160,19635700,1.038297
13200,13300,12940,25146850,1.027252
13360,13420,13200,20221950,1.043031
13240,13540,13240,25224400,1.049343
13500,13520,13320,21483300,1.063545
13400,13580,13360,18359750,1.065122
13360,13500,13060,25400650,1.030407
13180,13420,13100,25118900,1.043031
13400,13800,13320,50257700,1.088792
13920,14380,13840,38231450,1.129819
14340,14360,14120,21729700,1.120351
14180,14360,14100,31382450,1.121929
14660,14680,14480,50417500,1.153489
14700,14900,14640,38358100,1.17558
14760,14900,14640,22328750,1.169268
14500,14600,14380,34440750,1.148754
14640,14660,14140,29085550,1.118773
14360,14700,14200,30044650,1.1598
14640,14760,14580,20052950,1.164534
14800,15280,14800,27487700,1.205561
15200,15280,14980,30207500,1.199249
15200,15260,14560,31627250,1.148754
14560,14580,14060,45623100,1.125085
14040,14520,14020,23699200,1.132975
14240,14400,14080,18129850,1.125085
14200,14460,14140,14702850,1.115617
13980,14000,13440,42225400,1.071434
13800,14100,13780,18241350,1.107727
14360,14360,13800,20754200,1.091948
14080,14600,13940,24855000,1.15191
14580,14820,14500,24669600,1.169268
14700,14820,14500,19869800,1.145598
14440,14440,14060,20968200,1.110883
14060,14400,14060,14337000,1.125085
14360,14360,14140,18126850,1.118773
13680,13840,13640,30999100,1.08248
13740,13820,13300,28005300,1.050921
13380,13760,13340,23986150,1.07459
13380,13560,13260,45085450,1.046187
13440,13840,13320,26490150,1.063545
13700,13820,13600,16767250,1.09037
13820,13900,13620,18272550,1.085636
13620,14080,13620,15103800,1.110883
13920,13940,13500,25826000,1.065122
13760,13760,13300,21409450,1.054077
13040,13260,13040,20438500,1.038297
13200,13280,13080,15685550,1.039875
13160,13220,12880,22329450,1.033563
13200,13400,13120,19907250,1.049343
12920,13000,12740,25576850,1.054262
12760,12800,12500,28598600,1.024749
12520,12800,12180,33602250,1.042784
12600,12740,12460,24414150,1.032947
12340,12900,12340,29315200,1.037866
12600,12660,12320,22481600,1.009993
12200,12560,12020,26142050,1.006714
12220,12360,11860,27884250,0.972282
12100,12120,11500,29763900,0.942769
11160,11400,11120,53374150,0.918175
11220,11460,11140,32717400,0.931292
11280,11640,11220,20759300,0.929652
11220,11260,11060,27201450,0.906698
11140,11340,11080,25858800,0.919815
11420,11780,11400,32596450,0.957525
11820,11880,11540,15433200,0.954246
11640,12120,11640,25987750,0.982119
11680,11800,11600,19137950,0.967363
11800,11880,11620,28378200,0.962444
11740,12280,11660,34992900,1.006714
11980,12060,11480,50458700,0.944409
11420,11460,11080,43858300,0.918175
10960,11020,10840,29814350,0.891941
11040,11140,10900,26378350,0.8985
10940,11340,10940,26311200,0.924733
11180,11340,11140,13485850,0.926373
11380,11400,11140,17095750,0.926373
11300,11480,11260,24563900,0.929652
11620,11740,11520,21367600,0.962444
11820,11860,11460,23440450,0.947688
11400,11480,11240,24528350,0.93949
11720,11840,11660,21889000,0.959165
11900,12040,11780,31373400,0.975561
11820,11920,11660,19446100,0.962444
11600,11720,11560,19704750,0.950967
11620,11720,11460,16509050,0.949328
11440,11500,11260,17867300,0.924733
11120,11320,11100,22011050,0.918175
11200,11220,11040,17574550,0.906698
11020,11160,10900,15836500,0.913256
11160,11240,11080,14548350,0.918175
11100,11100,10780,32670800,0.885383
10700,10740,10340,34357750,0.868987
10520,10640,10400,27281050,0.854231
10400,10520,10240,36455950,0.846033
10060,10180,10020,35791900,0.829637
10000,10340,10000,34402450,0.847672
10240,10620,10240,25714350,0.864068
10300,10440,10220,27785550,0.842753
10060,10720,10040,43649450,0.85587
